Date,Price,Open,High,Low,Vol.,Change %
5-Sep-18,97.94,97.4,99.91,96.18,-,2.85%
4-Sep-18,95.23,96.54,99.19,95.18,-,2.70%
31-Aug-18,92.73,95.37,96.12,92.13,-,-2.50%
30-Aug-18,95.11,91.99,95.36,90.23,-,4.40%
29-Aug-18,91.1,91.98,93.16,90.04,-,-1.31%
28-Aug-18,92.31,92.76,93.47,91.64,-,-1.16%
27-Aug-18,93.39,94.54,94.72,92.45,-,-0.60%
24-Aug-18,93.95,94.5,94.5,92.23,-,-2.05%
23-Aug-18,95.92,95.03,97.23,93.26,-,0.21%
22-Aug-18,95.72,100.55,100.64,95.47,-,-5.75%
21-Aug-18,101.56,99.94,101.69,97.49,-,0.78%
20-Aug-18,100.77,100.46,102.04,99.62,-,-1.02%
17-Aug-18,101.81,104.57,106.49,101.26,-,-1.62%
16-Aug-18,103.49,108.2,108.2,98.95,-,-6.87%
15-Aug-18,111.13,108.3,120,107.96,-,10.75%
14-Aug-18,100.34,105.08,105.43,99.93,-,-6.90%
13-Aug-18,107.78,101.11,107.78,97.4,-,8.79%
10-Aug-18,99.07,94.68,100.66,93.21,-,11.70%
9-Aug-18,88.69,84.53,88.69,84.17,-,5.06%
8-Aug-18,84.42,83.7,85.52,82.8,-,1.45%
7-Aug-18,83.21,83.88,85,82.6,-,-1.71%
6-Aug-18,84.66,88.65,88.93,84.43,-,-2.24%
3-Aug-18,86.6,91.81,91.95,86.3,-,-5.52%
2-Aug-18,91.66,98.68,98.96,91.13,-,-3.80%
1-Aug-18,95.28,93.72,96.16,92.66,-,1.22%
31-Jul-18,94.13,97.66,98.97,94.06,-,-7.18%
30-Jul-18,101.41,97.55,102.86,97.51,-,4.38%
27-Jul-18,97.15,91.31,101.1,91.06,-,5.99%
26-Jul-18,91.66,92.81,93.75,90.91,-,-2.70%
25-Jul-18,94.2,98.44,98.69,92.99,-,-4.54%
24-Jul-18,98.68,98.63,102,97.4,-,-3.29%
23-Jul-18,102.04,102.86,105.46,101.79,-,-0.70%
20-Jul-18,102.76,101.76,103.47,99.6,-,2.17%
19-Jul-18,100.58,100.09,102.76,98.69,-,2.55%
18-Jul-18,98.08,97.33,101.41,96.88,-,-0.49%
17-Jul-18,98.56,101.72,102.07,96.29,-,-2.37%
16-Jul-18,100.95,100.39,102.08,98.71,-,1.14%
13-Jul-18,99.81,100.81,101.97,98.85,-,-1.00%
12-Jul-18,100.82,101.59,102.99,100.34,-,-3.52%
11-Jul-18,104.5,103.52,106.33,100.31,-,13.64%
10-Jul-18,91.96,93,94.61,91.52,-,-2.34%
9-Jul-18,94.16,96.43,96.43,92.38,-,-1.65%
6-Jul-18,95.74,102.85,102.93,95.34,-,-7.25%
5-Jul-18,103.22,103.44,108.58,103.11,-,-4.87%
3-Jul-18,108.5,103.24,108.5,102.73,-,3.53%
2-Jul-18,104.8,111.39,112.38,104.69,-,-1.10%
29-Jun-18,105.97,105.43,106.15,102.49,-,-2.67%
28-Jun-18,108.88,113.4,116.74,108.37,-,-3.43%
27-Jun-18,112.75,106.75,116.1,103.24,-,4.86%
26-Jun-18,107.52,110.46,113.41,104.86,-,-5.95%
25-Jun-18,114.32,108.74,126.07,108.67,-,11.54%
22-Jun-18,102.49,103.11,104.81,101.54,-,-4.62%
21-Jun-18,107.45,98.88,107.56,97.47,-,9.08%
20-Jun-18,98.51,102.16,102.16,98.04,-,-5.40%
19-Jun-18,104.13,106.66,108.23,102.44,-,4.27%
18-Jun-18,99.87,105.65,107.41,98.36,-,-1.76%
15-Jun-18,101.66,100.82,103.22,100.23,-,3.51%
14-Jun-18,98.21,97.02,99.66,95.74,-,-1.80%
13-Jun-18,100.01,97.11,100.01,96.67,-,4.49%
12-Jun-18,95.71,93.86,96.67,93.5,-,1.24%
11-Jun-18,94.54,95.41,95.69,93.01,-,1.12%
8-Jun-18,93.49,92.86,94.85,91.54,-,2.42%
7-Jun-18,91.28,88.25,94.69,88.12,-,3.59%
6-Jun-18,88.12,89.24,90.36,87.49,-,-1.91%
5-Jun-18,89.84,91.03,92.69,89.48,-,-1.09%
4-Jun-18,90.83,93.93,94.3,90.65,-,-2.65%
1-Jun-18,93.3,96.56,97.01,93.15,-,-7.28%
31-May-18,100.63,99.35,101.81,98.24,-,1.56%
30-May-18,99.08,105.55,105.63,97.59,-,-8.82%
29-May-18,108.67,98.97,113.43,97.97,-,15.88%
25-May-18,93.78,91.49,94.29,90.82,-,3.46%
24-May-18,90.64,90.64,95.6,89.36,-,0.94%
23-May-18,89.8,93.87,95.68,89.51,-,-0.74%
22-May-18,90.47,89.69,91.5,89.22,-,-0.63%
21-May-18,91.04,92.2,92.86,89.31,-,-3.93%
18-May-18,94.76,94.06,96.79,93.01,-,1.37%
17-May-18,93.48,95.19,96.78,93.05,-,-1.38%
16-May-18,94.79,96.71,97.26,94.63,-,-4.43%
15-May-18,99.18,96.31,100.28,96.31,-,7.08%
14-May-18,92.62,91.29,93.1,88.62,-,2.88%
11-May-18,90.03,92.74,94.11,90.02,-,-3.21%
10-May-18,93.02,94.13,95,91.76,-,-0.93%
9-May-18,93.89,96.23,96.91,92.86,-,4.91%
8-May-18,89.5,90.97,92.14,89.25,-,-1.33%
7-May-18,90.71,90.88,90.88,88.77,-,2.94%
4-May-18,88.12,94.1,94.19,87.65,-,-3.24%
3-May-18,91.07,93.58,98.47,91.02,-,-2.90%
2-May-18,93.79,90.55,93.79,87.68,-,4.25%
1-May-18,89.97,94.8,96.02,89.97,-,-4.59%
30-Apr-18,94.3,92.4,94.9,90.35,-,2.33%
27-Apr-18,92.15,89.33,95.49,89.33,-,1.59%
26-Apr-18,90.71,96.25,96.97,89.83,-,-7.25%
25-Apr-18,97.8,100.92,104.64,97.47,-,-2.99%
24-Apr-18,100.81,94.53,109.7,93.55,-,4.07%
23-Apr-18,96.87,98.75,99.86,96.34,-,-2.36%
20-Apr-18,99.21,94.05,100.35,93.77,-,4.02%
19-Apr-18,95.38,93.16,97.78,93.03,-,3.21%
18-Apr-18,92.41,90.95,96.09,89.32,-,3.15%
17-Apr-18,89.59,91.51,91.62,87.6,-,-3.89%
16-Apr-18,93.22,92.83,93.34,91.35,-,-0.77%
13-Apr-18,93.94,96.77,97.33,92.98,-,-4.22%
12-Apr-18,98.08,98.19,100.28,97.16,-,-1.94%
11-Apr-18,100.02,102.52,102.54,98.88,-,1.84%
10-Apr-18,98.21,97.61,100.24,97.35,-,-2.03%
9-Apr-18,100.24,98.79,100.34,96.79,-,1.66%
6-Apr-18,98.6,95.45,103.24,93,-,6.93%
5-Apr-18,92.21,95.13,96.05,91.64,-,-3.38%
4-Apr-18,95.44,109.81,109.81,94.93,-,-6.49%
3-Apr-18,102.06,109.04,109.41,102.06,-,-8.61%
2-Apr-18,111.67,108.43,118.2,107.11,-,8.08%
29-Mar-18,103.32,110.85,111.84,101.8,-,-9.38%
28-Mar-18,114.02,118.23,120.65,113.3,-,-3.87%
27-Mar-18,118.61,112.95,123.14,110.65,-,4.89%
26-Mar-18,113.08,123.54,123.54,112.71,-,-12.89%
23-Mar-18,129.82,122.63,133.37,116,-,3.76%
22-Mar-18,125.12,115.31,126.43,111.52,-,17.37%
21-Mar-18,106.6,106.88,107.61,102.35,-,-0.49%
20-Mar-18,107.13,113.52,113.53,107.03,-,-5.13%
19-Mar-18,112.92,109.74,120.3,107.09,-,6.04%
16-Mar-18,106.49,107.57,107.6,103.33,-,-2.55%
15-Mar-18,109.28,108.97,111.07,105.95,-,-0.92%
14-Mar-18,110.29,107.4,112.29,106.38,-,3.04%
13-Mar-18,107.04,103.39,108.93,102.89,-,2.00%
12-Mar-18,104.94,101.45,106.92,100.74,-,5.25%
9-Mar-18,99.71,96.11,99.81,94.89,-,2.88%
8-Mar-18,96.92,97.89,100.04,96.76,-,-2.58%
7-Mar-18,99.49,107.89,107.89,98.71,-,-4.89%
6-Mar-18,104.61,107.96,109.99,104.08,-,-4.61%
5-Mar-18,109.66,119.07,119.07,108.88,-,-4.46%
2-Mar-18,114.78,135.03,139.79,114.58,-,-10.43%
1-Mar-18,128.14,121.99,139.35,121.03,-,5.29%
28-Feb-18,121.7,116.75,124.45,115.1,-,1.84%
27-Feb-18,119.5,109.9,121.5,107.85,-,10.98%
26-Feb-18,107.68,109.42,111.19,106.4,-,-2.28%
23-Feb-18,110.19,115.27,117.32,109.49,-,-5.80%
22-Feb-18,116.98,121.25,121.99,116.11,-,-6.96%
21-Feb-18,125.73,121.48,126.51,112.92,-,2.57%
20-Feb-18,122.58,123.15,125.19,119.33,-,1.14%
16-Feb-18,121.2,122.89,124.31,115.07,-,-1.27%
15-Feb-18,122.76,120.82,125.47,120.82,-,-1.39%
14-Feb-18,124.49,135.37,135.8,118.17,-,-8.85%
13-Feb-18,136.58,144.3,144.81,136.29,-,-3.00%
12-Feb-18,140.8,163.32,164.41,137.79,-,-15.83%
9-Feb-18,167.28,176.72,182.55,165.35,-,-7.38%
8-Feb-18,180.61,155.8,182.45,154.24,-,13.57%
7-Feb-18,159.03,159.07,163.79,142.97,-,-1.30%
6-Feb-18,161.12,152.66,181.59,140.66,-,-9.15%
5-Feb-18,177.34,130.45,203.73,121.01,-,41.30%
2-Feb-18,125.51,109.92,128.41,109.88,-,18.66%
1-Feb-18,105.77,110.27,110.27,99.83,-,-2.44%
31-Jan-18,108.41,110.03,111.93,106.81,-,-4.47%
30-Jan-18,113.48,113.25,119.96,112.04,-,3.15%
29-Jan-18,110.01,102.35,110.01,101.69,-,11.52%
26-Jan-18,98.65,100.76,101.63,98.29,-,-3.08%
25-Jan-18,101.78,99.6,103.4,99.52,-,2.01%
24-Jan-18,99.77,98.19,104.94,97.85,-,1.20%
23-Jan-18,98.59,100.24,101.18,97.07,-,-1.09%
22-Jan-18,99.68,103.7,103.73,98.59,-,-1.88%
19-Jan-18,101.59,102.67,104.34,101.01,-,-2.02%
18-Jan-18,103.68,103.48,107.11,101.65,-,1.02%
17-Jan-18,102.63,105.48,108.36,97.98,-,-3.62%
16-Jan-18,106.49,96.39,108.6,96.08,-,15.47%
12-Jan-18,92.22,91.2,93.88,90.89,-,-0.02%
11-Jan-18,92.24,92.71,95.88,90.73,-,-1.56%
10-Jan-18,93.7,98.71,100.72,93.63,-,-1.10%
9-Jan-18,94.74,94.4,96.3,93.42,-,0.82%
8-Jan-18,93.97,97.6,97.6,93.24,-,0.93%
5-Jan-18,93.1,94.35,94.87,92.81,-,-1.18%
4-Jan-18,94.21,94.13,94.94,93.45,-,-0.20%
3-Jan-18,94.4,96.19,96.19,93.97,-,-3.04%
2-Jan-18,97.36,103.07,103.07,97.12,-,-3.37%
29-Dec-17,100.76,96.79,101.25,96.42,-,3.61%
28-Dec-17,97.25,97.12,97.65,96.26,-,0.18%
27-Dec-17,97.08,97.08,98.28,95.77,-,-0.49%
26-Dec-17,97.56,98.89,98.97,96,-,2.80%
22-Dec-17,94.9,92.48,95.56,91.58,-,2.92%
21-Dec-17,92.21,92.86,93.89,91.55,-,-0.70%
20-Dec-17,92.86,91.07,93.53,90.13,-,-0.77%
19-Dec-17,93.58,91.49,93.82,90.41,-,3.24%
18-Dec-17,90.64,92.95,93.14,90.24,-,-1.69%
15-Dec-17,92.2,94.3,94.56,91.08,-,-4.03%
14-Dec-17,96.07,94.78,98.32,93.76,-,0.53%
13-Dec-17,95.56,94.55,96.26,93.58,-,2.46%
12-Dec-17,93.27,91.47,93.68,91.39,-,1.31%
11-Dec-17,92.06,93.77,93.94,91.5,-,0.19%
8-Dec-17,91.89,93.51,94.03,91.33,-,-4.11%
7-Dec-17,95.83,97.54,98.1,95.07,-,-2.38%
6-Dec-17,98.17,98.06,100.12,96.57,-,0.22%
5-Dec-17,97.95,96.16,98.04,92.58,-,0.39%
4-Dec-17,97.57,91.19,97.81,90.02,-,2.67%
1-Dec-17,95.03,90.56,111.48,89.89,-,5.66%
30-Nov-17,89.94,87.35,90.98,87.18,-,0.41%
29-Nov-17,89.57,85.92,92.47,85.57,-,4.48%
28-Nov-17,85.73,86.31,87.21,84.58,-,-0.98%
27-Nov-17,86.58,88.58,88.62,85.75,-,0.30%
24-Nov-17,86.32,86.4,86.79,85.77,-,-0.12%
22-Nov-17,86.42,88.17,88.39,85.83,-,-3.19%
21-Nov-17,89.27,91.54,91.54,88.21,-,-4.79%
20-Nov-17,93.76,97.57,97.72,92.44,-,-3.46%
17-Nov-17,97.12,100.38,100.38,95.97,-,-3.03%
16-Nov-17,100.15,102.73,102.75,98.65,-,-5.76%
15-Nov-17,106.27,107.16,113.78,104.67,-,2.99%
14-Nov-17,103.18,107.03,107.68,102.01,-,-2.94%
13-Nov-17,106.3,108.27,108.57,103.62,-,1.47%
10-Nov-17,104.76,100.02,106.57,98.98,-,6.01%
9-Nov-17,98.82,101.81,109.55,97.32,-,1.10%
8-Nov-17,97.74,99.77,100.68,96.15,-,4.59%
7-Nov-17,93.45,91.51,95.2,90.3,-,2.41%
6-Nov-17,91.25,92.42,92.42,90.57,-,1.75%
3-Nov-17,89.68,90.54,91.65,89.03,-,-1.97%
2-Nov-17,91.48,92.01,94.77,90.72,-,-0.57%
1-Nov-17,92,91.91,92.8,90.61,-,-0.01%
31-Oct-17,92.01,94.18,94.42,91.76,-,-3.34%
30-Oct-17,95.19,96.97,97.64,92.77,-,2.60%
27-Oct-17,92.78,96.44,97.32,92.2,-,-5.06%
26-Oct-17,97.73,100.17,101.22,96.25,-,-2.43%
25-Oct-17,100.16,99.62,113.46,98.96,-,1.76%
24-Oct-17,98.43,94.46,98.43,94.31,-,1.38%
23-Oct-17,97.09,92.48,97.11,91.46,-,7.25%
20-Oct-17,90.53,92.28,93.09,89.66,-,-3.00%
19-Oct-17,93.33,100.61,101.67,93.33,-,-1.07%
18-Oct-17,94.34,98.17,98.17,94.34,-,-4.46%
17-Oct-17,98.74,98.45,99.27,97.2,-,1.12%
16-Oct-17,97.65,98.31,99.62,97.31,-,-0.15%
13-Oct-17,97.8,97.04,98.94,95.84,-,0.03%
12-Oct-17,97.77,99.71,100.99,96.07,-,-1.46%
11-Oct-17,99.22,100.14,100.93,98.06,-,1.94%
10-Oct-17,97.33,100.32,102.07,97.29,-,-4.42%
9-Oct-17,101.83,97.97,102.72,97.47,-,4.88%
6-Oct-17,97.09,92.43,98.37,91.72,-,5.77%
5-Oct-17,91.79,91.6,92.67,91.06,-,-0.36%
4-Oct-17,92.12,92,93.02,91.4,-,0.58%
3-Oct-17,91.59,92.05,93.97,91.38,-,-0.96%
2-Oct-17,92.48,94.87,94.99,92.41,-,-0.71%
29-Sep-17,93.14,94.12,94.66,91.69,-,-1.02%
28-Sep-17,94.1,95.6,96.42,93.7,-,-1.32%
27-Sep-17,95.36,94.87,96.52,94.27,-,0.58%
26-Sep-17,94.81,96.32,96.43,94.03,-,-1.65%
25-Sep-17,96.4,95.49,100.89,95.16,-,3.33%
22-Sep-17,93.29,93.11,93.78,92.18,-,1.05%
21-Sep-17,92.32,91.29,92.79,90.6,-,1.55%
20-Sep-17,90.91,90.78,94.55,89.17,-,-0.34%
19-Sep-17,91.22,90.32,92.28,89.64,-,0.84%
18-Sep-17,90.46,90.37,90.86,88.85,-,-0.19%
15-Sep-17,90.63,91.88,92.41,90.04,-,-1.59%
14-Sep-17,92.09,91.61,92.59,90.26,-,1.32%
13-Sep-17,90.89,94.35,94.35,89.94,-,-1.62%
12-Sep-17,92.39,93.04,93.86,91.77,-,-1.36%
11-Sep-17,93.66,98.31,98.49,93.13,-,-6.45%
8-Sep-17,100.12,97.95,100.89,97.78,-,3.98%
7-Sep-17,96.29,99.53,100.45,96.1,-,-3.33%
6-Sep-17,99.61,102.26,103.85,98.73,-,-2.97%
5-Sep-17,102.66,100.47,110.15,99.79,-,9.68%
1-Sep-17,93.6,93.94,94.48,92.82,-,-1.33%
31-Aug-17,94.86,97.66,97.67,94.19,-,-4.08%
30-Aug-17,98.9,99.78,100.62,97.04,-,0.11%
29-Aug-17,98.79,109.28,109.28,98.79,-,2.46%
28-Aug-17,96.42,97.85,99.48,96.12,-,0.93%
25-Aug-17,95.53,99.19,99.28,95.3,-,-4.72%
24-Aug-17,100.26,98,103.99,97.32,-,1.31%
23-Aug-17,98.96,97.49,99.83,94.69,-,6.75%
22-Aug-17,92.7,96.98,97.28,92.1,-,-8.57%
21-Aug-17,101.39,112.92,113.87,101.24,-,-11.36%
18-Aug-17,114.39,114.77,121.68,107.34,-,-2.87%
17-Aug-17,117.77,98.39,120.76,96.47,-,24.20%
16-Aug-17,94.82,97.54,97.54,93.69,-,-1.95%
15-Aug-17,96.71,97.81,101.27,95.63,-,-3.87%
14-Aug-17,100.6,115.58,115.58,99.81,-,-21.05%
11-Aug-17,127.43,134.98,135.27,117.29,-,-5.83%
10-Aug-17,135.32,113.92,135.32,113.61,-,26.74%
9-Aug-17,106.77,109.31,113.44,103.2,-,8.20%
8-Aug-17,98.68,89.73,99.49,87.63,-,9.63%
7-Aug-17,90.01,89.56,91.2,88.61,-,3.00%
4-Aug-17,87.39,86.51,87.49,85.71,-,-0.31%
3-Aug-17,87.66,86.55,88.33,86.08,-,0.89%
2-Aug-17,86.89,84.11,88.66,83.39,-,2.77%
1-Aug-17,84.55,87.31,87.57,84.23,-,-2.55%
31-Jul-17,86.76,89.08,90.2,86.57,-,-0.50%
28-Jul-17,87.2,89.1,91.99,87.1,-,0.38%
27-Jul-17,86.87,80.76,92.81,80.53,-,5.50%
26-Jul-17,82.34,79.39,82.53,79.12,-,4.00%
25-Jul-17,79.17,77.46,79.87,76.81,-,1.19%
24-Jul-17,78.24,78.8,79.92,77.15,-,0.49%
21-Jul-17,77.86,76.93,78.62,76.35,-,2.10%
20-Jul-17,76.26,77.53,78.27,75.58,-,-2.18%
19-Jul-17,77.96,78.46,78.59,75.56,-,-1.49%
18-Jul-17,79.14,82.24,83.56,78.4,-,-1.41%
17-Jul-17,80.27,81.78,82.26,80,-,-2.35%
14-Jul-17,82.2,85.88,85.88,80.75,-,-4.06%
13-Jul-17,85.68,87.79,88.68,84.91,-,-2.85%
12-Jul-17,88.19,89.96,89.96,87.39,-,-0.05%
11-Jul-17,88.23,89.46,93.97,87.73,-,-1.63%
10-Jul-17,89.69,94.7,94.83,88.27,-,-3.04%
7-Jul-17,92.5,97.22,97.83,92.13,-,-7.69%
6-Jul-17,100.21,93.96,101.39,93.93,-,8.95%
5-Jul-17,91.98,90.46,95.67,90.32,-,-1.43%
3-Jul-17,93.31,89.89,93.31,88.56,-,3.18%
30-Jun-17,90.43,92.14,94.16,88.76,-,-3.57%
29-Jun-17,93.78,84.45,105.28,84.37,-,11.32%
28-Jun-17,84.24,85.68,87.45,83.59,-,-3.51%
27-Jun-17,87.3,83.53,88.07,82.22,-,6.54%
26-Jun-17,81.94,84.54,85.09,81.93,-,-3.05%
23-Jun-17,84.52,86.13,86.87,83.48,-,-2.15%
22-Jun-17,86.38,87.33,88.4,84.41,-,-1.92%
21-Jun-17,88.07,89.35,90.15,86.52,-,-1.26%
20-Jun-17,89.19,87.61,90.08,86.2,-,4.60%
19-Jun-17,85.27,88.34,88.42,83.91,-,-1.99%
16-Jun-17,87,90.15,91.07,86.84,-,-3.28%
15-Jun-17,89.95,93.8,94.19,88.61,-,-0.02%
14-Jun-17,89.97,87.4,91.35,87.3,-,3.82%
13-Jun-17,86.66,89.71,89.75,86.28,-,-4.99%
12-Jun-17,91.21,90.12,94.21,89.44,-,4.35%
9-Jun-17,87.41,83.33,91.61,81.6,-,4.96%
8-Jun-17,83.28,87.42,87.52,83.02,-,-5.60%
7-Jun-17,88.22,87.62,91.3,87.25,-,-1.04%
6-Jun-17,89.15,87.54,89.99,86.76,-,3.57%
5-Jun-17,86.08,85.76,86.18,82.79,-,2.94%
2-Jun-17,83.62,84.44,84.93,82.65,-,-0.25%
1-Jun-17,83.83,84.29,85.07,83.2,-,-0.82%
31-May-17,84.52,83.44,88.3,83.2,-,0.26%
30-May-17,84.3,85.15,85.77,83.36,-,3.04%
26-May-17,81.81,82.49,82.9,80.84,-,-0.47%
25-May-17,82.2,81.96,83.47,81.2,-,0.35%
24-May-17,81.91,82.55,84.17,81.03,-,-2.71%
23-May-17,84.19,83.65,84.2,81.89,-,0.86%
22-May-17,83.47,87.44,87.44,82.95,-,-4.29%
19-May-17,87.21,97.47,97.66,84.86,-,-16.24%
18-May-17,104.12,113.31,115.44,99.85,-,-6.60%
17-May-17,111.48,89.39,112.57,85.67,-,45.23%
16-May-17,76.76,79.41,80.21,76.06,-,-3.48%
15-May-17,79.53,83.64,83.98,78.73,-,-3.60%
12-May-17,82.5,87.05,87.24,80.9,-,-4.64%
11-May-17,86.51,89.05,92.4,84.86,-,-1.12%
10-May-17,87.49,87.83,88.99,85.97,-,4.62%
9-May-17,83.63,82.82,83.92,82.51,-,2.76%
8-May-17,81.38,81.67,82.05,79.65,-,0.91%
5-May-17,80.65,78.39,81.23,78.07,-,3.40%
4-May-17,78,78.2,80.64,77.37,-,-0.98%
3-May-17,78.77,79.86,81.39,77.99,-,-0.71%
2-May-17,79.33,78.34,80.04,77.95,-,1.28%
1-May-17,78.33,78.02,78.64,76.42,-,1.61%
28-Apr-17,77.09,76.96,78.62,76.5,-,0.56%
27-Apr-17,76.66,76.63,77.84,75.92,-,0.03%
26-Apr-17,76.64,76.44,79.26,75.7,-,1.32%
25-Apr-17,75.64,75.09,77.34,74.34,-,-3.24%
24-Apr-17,78.17,85.33,85.96,77.59,-,-18.07%
21-Apr-17,95.41,95.17,100.55,94.28,-,0.93%
20-Apr-17,94.53,96.5,100.28,92.64,-,-3.43%
19-Apr-17,97.89,97.4,98.98,92.83,-,-1.64%
18-Apr-17,99.52,102.59,104.21,99.28,-,-1.94%
17-Apr-17,101.49,111.58,111.83,101.49,-,-12.16%
13-Apr-17,115.54,112.05,115.69,109.79,-,3.60%
12-Apr-17,111.53,109.29,114.62,109.29,-,7.51%
11-Apr-17,103.74,99.98,109.98,99.47,-,5.97%
10-Apr-17,97.9,92.21,97.9,91.03,-,9.52%
7-Apr-17,89.39,86.28,89.89,84.94,-,6.53%
6-Apr-17,83.91,85.09,85.97,81.07,-,-3.10%
5-Apr-17,86.59,78.78,87.27,76.99,-,8.69%
4-Apr-17,79.67,84.79,84.84,79.16,-,-3.97%
3-Apr-17,82.96,81.46,87.4,81.03,-,5.94%
31-Mar-17,78.31,79.69,79.69,77.53,-,0.57%
30-Mar-17,77.87,79.01,79.74,77.22,-,-0.50%
29-Mar-17,78.26,78.59,79.46,76.71,-,-1.27%
28-Mar-17,79.27,84.8,84.92,78.49,-,-6.59%
27-Mar-17,84.86,96.75,97.78,84.32,-,-5.44%
24-Mar-17,89.74,87.07,96.7,83.2,-,0.91%
23-Mar-17,88.93,84.55,88.93,80.87,-,6.12%
22-Mar-17,83.8,85.29,87.07,82.5,-,0.94%
21-Mar-17,83.02,77.47,84.68,75.29,-,7.59%
20-Mar-17,77.16,79.87,80.13,75.78,-,-1.91%
17-Mar-17,78.66,76.47,78.66,71.75,-,3.55%
16-Mar-17,75.96,80.06,80.58,75.61,-,-5.94%
15-Mar-17,80.76,85.69,85.83,78.48,-,-5.96%
14-Mar-17,85.88,82.82,87.67,82.21,-,5.28%
13-Mar-17,81.57,82.78,82.91,80.67,-,1.62%
10-Mar-17,80.27,82.11,82.94,80.07,-,-4.03%
9-Mar-17,83.64,82.2,84.1,81.72,-,1.38%
8-Mar-17,82.5,81.34,82.82,80.13,-,1.31%
7-Mar-17,81.43,81.92,82.35,80.27,-,-0.01%
6-Mar-17,81.44,84.07,84.15,80.69,-,0.31%
3-Mar-17,81.19,82.74,82.93,80.62,-,-2.89%
2-Mar-17,83.61,84.75,85.01,81.48,-,-0.50%
1-Mar-17,84.03,84.91,85.02,81.53,-,-4.60%
28-Feb-17,88.08,86.03,88.67,85.97,-,2.79%
27-Feb-17,85.69,87.09,87.91,83.8,-,2.86%
24-Feb-17,83.31,87.71,89.09,82.18,-,1.35%
23-Feb-17,82.2,83.01,86.67,81.47,-,0.82%
22-Feb-17,81.53,83.58,84.8,81.26,-,-1.12%
21-Feb-17,82.45,82.7,83.14,80.25,-,1.48%
17-Feb-17,81.25,82,83.63,79.15,-,2.00%
16-Feb-17,79.66,80.94,88.19,78.24,-,-1.80%
15-Feb-17,81.12,79.4,82.97,77.77,-,3.54%
14-Feb-17,78.35,82.1,82.54,77.92,-,-3.08%
13-Feb-17,80.84,85.92,85.92,80.11,-,-5.75%
10-Feb-17,85.77,88.43,88.75,83.67,-,-4.26%
9-Feb-17,89.59,93.66,93.66,88.35,-,-5.28%
8-Feb-17,94.58,97.53,99.4,93.05,-,5.55%
7-Feb-17,89.61,89.8,90.47,89.32,-,-0.46%
6-Feb-17,90.02,92.06,92.33,89.61,-,1.18%
3-Feb-17,88.97,88.43,89.42,87.57,-,-0.85%
2-Feb-17,89.73,89.07,90.01,87.52,-,2.26%
1-Feb-17,87.75,87.84,89.26,86.39,-,-2.32%
31-Jan-17,89.83,92.93,94.94,89.79,-,-2.40%
30-Jan-17,92.04,86.84,95.92,86.84,-,10.06%
27-Jan-17,83.63,81.26,84.38,80.29,-,5.00%
26-Jan-17,79.65,79.57,80.85,79.08,-,1.26%
25-Jan-17,78.66,79.05,79.28,77.61,-,-0.49%
24-Jan-17,79.05,83.76,84.28,78.47,-,-6.46%
23-Jan-17,84.51,85.68,87.9,84.51,-,1.05%
20-Jan-17,83.63,86.8,87.42,83.35,-,-3.70%
19-Jan-17,86.84,85.82,88.42,84.92,-,-0.25%
18-Jan-17,87.06,92,93.09,85.62,-,-5.77%
17-Jan-17,92.39,96.09,96.57,92.14,-,-0.55%
13-Jan-17,92.9,89.59,94.2,89.13,-,2.72%
12-Jan-17,90.44,87.94,94.46,87.54,-,4.29%
11-Jan-17,86.72,89.48,92.58,86.51,-,0.42%
10-Jan-17,86.36,83.25,86.71,83.25,-,3.46%
9-Jan-17,83.47,83.71,84.34,82.16,-,3.57%
6-Jan-17,80.59,80.33,81.36,78.72,-,-0.91%
5-Jan-17,81.33,83.07,83.77,81.26,-,-1.14%
4-Jan-17,82.27,85.05,85.05,81.12,-,-3.63%
3-Jan-17,85.37,90.16,90.35,85.12,-,-6.80%
30-Dec-16,91.6,88.07,92.51,87.71,-,3.07%
29-Dec-16,88.87,89.11,90.96,87.75,-,-0.34%
28-Dec-16,89.17,85.56,89.4,85.22,-,3.24%
27-Dec-16,86.37,90.21,90.24,86.21,-,-1.45%
23-Dec-16,87.64,90,90,87.09,-,-2.32%
22-Dec-16,89.72,88.16,91,87.56,-,1.99%
21-Dec-16,87.97,87.74,88.97,86.5,-,-0.33%
20-Dec-16,88.26,89.43,89.96,87.62,-,-2.49%
19-Dec-16,90.51,93.33,93.84,90.44,-,-3.50%
16-Dec-16,93.79,92.69,94.74,92.27,-,0.76%
15-Dec-16,93.08,94.79,95.98,92.8,-,-3.86%
14-Dec-16,96.82,95.6,98.04,93.5,-,3.75%
13-Dec-16,93.32,91.55,93.87,91.23,-,1.58%
12-Dec-16,91.87,91.53,92.17,90.78,-,2.76%
9-Dec-16,89.4,91.25,91.52,88.86,-,-2.05%
8-Dec-16,91.27,89.52,94.62,88.93,-,2.42%
7-Dec-16,89.11,88.17,89.11,86.7,-,1.12%
6-Dec-16,88.12,87.93,88.96,87.11,-,-0.86%
5-Dec-16,88.88,95.05,95.67,88.85,-,-9.37%
2-Dec-16,98.07,99.06,99.39,94.94,-,0.29%
1-Dec-16,97.79,88.06,99.39,87.75,-,9.89%
30-Nov-16,88.99,85.38,89.04,84.99,-,3.14%
29-Nov-16,86.28,86.86,87.73,85.12,-,0.13%
28-Nov-16,86.17,85.29,87.64,84.85,-,4.26%
25-Nov-16,82.65,83.52,84.26,82.45,-,0.24%
