Date,Price,Open,High,Low,Vol.,Change %
15-Apr-21,108.66,105.36,109.62,104.88,-,1.11%
14-Apr-21,107.47,104.14,110.16,103.45,-,7.00%
13-Apr-21,100.44,103.42,103.42,99.87,-,-1.61%
12-Apr-21,102.08,105.52,105.57,101.93,-,0.02%
9-Apr-21,102.06,101.27,102.44,100.32,-,1.33%
8-Apr-21,100.72,96.09,101.17,95.93,-,3.74%
7-Apr-21,97.09,98.36,98.36,95.92,-,-1.99%
6-Apr-21,99.06,99.32,99.66,96.43,-,-0.18%
5-Apr-21,99.24,99.13,100.75,98.25,-,0.27%
1-Apr-21,98.97,98.29,99.3,96.35,-,-1.07%
31-Mar-21,100.04,100.32,102.19,97.61,-,-1.83%
30-Mar-21,101.9,105.65,107.29,101.73,-,-3.72%
29-Mar-21,105.84,107.45,112.29,105.84,-,2.50%
26-Mar-21,103.26,103.81,110.29,100.05,-,-1.42%
25-Mar-21,104.75,112.1,113.22,104.19,-,-5.35%
24-Mar-21,110.67,109.46,112.27,107.55,-,-0.91%
23-Mar-21,111.69,109.8,114.5,108.88,-,2.82%
22-Mar-21,108.63,113.57,114.29,108.07,-,-6.31%
19-Mar-21,115.95,116.62,122.88,113.58,-,-1.57%
18-Mar-21,117.8,110.48,119.73,109.74,-,7.19%
17-Mar-21,109.9,115.29,115.87,108.87,-,-3.37%
16-Mar-21,113.73,109.31,114.38,108.25,-,2.93%
15-Mar-21,110.49,112.76,112.98,108.04,-,-1.11%
12-Mar-21,111.73,114.39,114.61,110.83,-,-1.01%
11-Mar-21,112.87,113.16,113.44,110.92,-,-1.58%
10-Mar-21,114.68,115.16,115.91,113.37,-,5.49%
9-Mar-21,108.71,112.19,112.21,105.17,-,-5.16%
8-Mar-21,114.62,118.47,119.46,111.54,-,-1.37%
5-Mar-21,116.21,121.68,127.61,115.75,-,-6.75%
4-Mar-21,124.62,120.3,127.71,117.61,-,2.80%
3-Mar-21,121.23,114.25,122.06,113.4,-,5.49%
2-Mar-21,114.92,115.6,115.6,111.62,-,-0.02%
1-Mar-21,114.94,118.72,118.72,112.84,-,-8.02%
26-Feb-21,124.96,124.35,135.4,121.69,-,-2.25%
25-Feb-21,127.83,111.34,131.48,109.69,-,16.63%
24-Feb-21,109.6,114.02,115.34,109.24,-,-2.82%
23-Feb-21,112.78,118.66,122.18,111.93,-,-3.66%
22-Feb-21,117.06,120.71,121.03,114.71,-,-0.33%
19-Feb-21,117.45,120.06,120.75,115.44,-,-2.97%
18-Feb-21,121.05,124.69,124.94,120.23,-,-1.45%
17-Feb-21,122.83,123.99,127.13,120.75,-,-1.47%
16-Feb-21,124.66,119.81,126.83,118.75,-,5.12%
12-Feb-21,118.59,115.66,121.5,115.45,-,2.04%
11-Feb-21,116.22,113.19,118.41,112.73,-,1.12%
10-Feb-21,114.93,112.11,119.07,111.44,-,6.28%
9-Feb-21,108.14,108.39,110.43,106.46,-,1.44%
8-Feb-21,106.61,110.28,110.57,106.61,-,-0.96%
5-Feb-21,107.64,108.02,110.29,107,-,-0.77%
4-Feb-21,108.47,109.94,109.94,107.13,-,-2.31%
3-Feb-21,111.03,116.41,116.81,110.78,-,-6.78%
2-Feb-21,119.1,123.4,123.72,115.51,-,-7.99%
1-Feb-21,129.44,134.85,140.8,129.18,-,-5.75%
29-Jan-21,137.33,136.08,148.9,130.37,-,3.09%
28-Jan-21,133.22,136.93,136.93,128.27,-,-15.52%
27-Jan-21,157.69,123.87,168.78,121.23,-,36.75%
26-Jan-21,115.31,114.55,117.11,113.5,-,-1.13%
25-Jan-21,116.63,114.86,128.52,114.2,-,4.33%
22-Jan-21,111.79,115.79,115.88,111.18,-,-0.71%
21-Jan-21,112.59,113.57,115.12,111.66,-,-1.38%
20-Jan-21,114.17,118.04,118.34,112.53,-,-5.42%
19-Jan-21,120.71,118.74,121.27,118.17,-,-2.85%
15-Jan-21,124.25,123.59,127.61,119.6,-,1.20%
14-Jan-21,122.78,117.19,123.38,116.08,-,4.26%
13-Jan-21,117.76,119.34,120.11,116.79,-,1.70%
12-Jan-21,115.79,117.5,119.98,114.89,-,-2.53%
11-Jan-21,118.8,118.35,120.74,115.88,-,7.03%
8-Jan-21,111,109,114.61,107.75,-,1.48%
7-Jan-21,109.38,114.86,114.86,109.38,-,-8.77%
6-Jan-21,119.9,116.61,123.9,111.31,-,-0.14%
5-Jan-21,120.07,125.92,125.92,118.43,-,-3.67%
4-Jan-21,124.65,114.3,131.39,113.9,-,11.43%
31-Dec-20,111.86,110.98,113.09,109.33,-,-0.16%
30-Dec-20,112.04,114.96,116.07,111.74,-,-3.64%
29-Dec-20,116.27,113.07,117.58,113.07,-,1.63%
28-Dec-20,114.4,115.03,115.26,113.48,-,-0.75%
24-Dec-20,115.26,116.29,117.09,115.08,-,-2.58%
23-Dec-20,118.31,116.95,118.82,115.17,-,-1.87%
22-Dec-20,120.57,120.39,120.99,117.22,-,-0.86%
21-Dec-20,121.61,124.33,127.79,119.28,-,10.25%
18-Dec-20,110.3,110.06,115.1,110.06,-,0.08%
17-Dec-20,110.21,110.42,110.76,108.22,-,-1.47%
16-Dec-20,111.85,118.4,119.32,109.86,-,-6.10%
15-Dec-20,119.11,122.06,122.28,117.49,-,-6.71%
14-Dec-20,127.68,117.01,127.68,114.42,-,5.72%
11-Dec-20,120.77,115.79,121.8,113.55,-,5.33%
10-Dec-20,114.66,114.9,116.47,110.25,-,0.64%
9-Dec-20,113.93,108.41,117.14,107.43,-,10.81%
8-Dec-20,102.82,104.66,104.86,100.53,-,-1.53%
7-Dec-20,104.42,106.78,106.89,104.12,-,0.67%
4-Dec-20,103.72,106.6,106.66,102.43,-,-3.87%
3-Dec-20,107.89,106.42,109.27,105.18,-,0.34%
2-Dec-20,107.52,109.03,109.34,106.66,-,-0.84%
1-Dec-20,108.43,105.11,109.23,103.88,-,2.18%
30-Nov-20,106.12,108.93,111.4,105.93,-,0.00%
27-Nov-20,106.12,102.67,106.66,102.36,-,2.57%
25-Nov-20,103.46,104.58,105.5,102,-,-1.05%
24-Nov-20,104.56,107.59,109.3,104.42,-,-4.82%
23-Nov-20,109.85,114.03,114.09,108.97,-,-3.63%
20-Nov-20,113.99,113.33,113.99,110.2,-,-0.14%
19-Nov-20,114.15,116.59,117.46,112.38,-,-3.18%
18-Nov-20,117.9,114.36,118.25,112.05,-,1.42%
17-Nov-20,116.25,117.01,117.14,113.6,-,1.09%
16-Nov-20,115,114.21,116.49,112.36,-,0.53%
13-Nov-20,114.39,118.45,118.45,113.9,-,-5.91%
12-Nov-20,121.57,118.65,126.42,115.82,-,2.75%
11-Nov-20,118.32,119.47,121.62,115.93,-,1.96%
10-Nov-20,116.05,115.84,116.74,113.78,-,-0.63%
9-Nov-20,116.78,108.24,117.66,103.75,-,3.42%
6-Nov-20,112.92,116.29,116.34,112.53,-,-4.04%
5-Nov-20,117.68,119.19,119.93,116.87,-,-3.64%
4-Nov-20,122.12,127.96,127.96,117.28,-,-10.39%
3-Nov-20,136.28,138.51,139.17,134.94,-,-4.47%
2-Nov-20,142.65,142.68,143.65,140.44,-,-1.78%
30-Oct-20,145.24,146.87,150.96,144.55,-,-1.76%
29-Oct-20,147.84,149.6,151.67,140.79,-,-2.74%
28-Oct-20,152.01,144.11,154.99,143.46,-,12.33%
27-Oct-20,135.32,131.96,137.52,131.93,-,1.68%
26-Oct-20,133.08,121.59,135.22,121.3,-,11.89%
23-Oct-20,118.94,117.58,119.81,116.9,-,0.29%
22-Oct-20,118.6,117.27,118.6,114.3,-,0.96%
21-Oct-20,117.47,119.17,119.42,117.11,-,-1.77%
20-Oct-20,119.59,119.61,120.02,116.19,-,-0.14%
19-Oct-20,119.76,117.33,119.87,116.12,-,3.31%
16-Oct-20,115.92,116.71,117.4,114.9,-,-1.42%
15-Oct-20,117.59,119.92,121.34,117.22,-,0.56%
14-Oct-20,116.93,116.68,118.21,115.25,-,5.37%
13-Oct-20,110.97,110.34,112.28,109.78,-,1.18%
12-Oct-20,109.68,112.6,112.79,109.32,-,0.42%
9-Oct-20,109.22,104.27,109.4,104.26,-,4.22%
8-Oct-20,104.8,104.13,105.38,103.38,-,0.59%
7-Oct-20,104.19,105.67,106.42,103.8,-,-1.84%
6-Oct-20,106.14,103,107.93,102.61,-,2.83%
5-Oct-20,103.22,105.8,105.99,102.54,-,0.49%
2-Oct-20,102.72,108.74,110.2,102.72,-,1.70%
1-Oct-20,101,100.63,102.21,99.29,-,-0.57%
30-Sep-20,101.58,97.8,101.96,96.19,-,4.80%
29-Sep-20,96.93,102.48,102.48,96.68,-,-4.83%
28-Sep-20,101.85,102.73,103.48,101.56,-,2.22%
25-Sep-20,99.64,102.46,104.23,98.68,-,-2.56%
24-Sep-20,102.26,108.33,109.86,100.66,-,-4.74%
23-Sep-20,107.35,103.4,109.82,102.59,-,2.54%
22-Sep-20,104.69,108.35,108.96,103.12,-,-3.72%
21-Sep-20,108.74,109.27,117.36,107.68,-,7.46%
18-Sep-20,101.19,100.05,106.38,98.02,-,0.82%
17-Sep-20,100.37,109.51,109.51,100.18,-,-3.01%
16-Sep-20,103.48,109.77,110.17,101.89,-,-5.04%
15-Sep-20,108.97,108.91,110.61,107.98,-,-2.07%
14-Sep-20,111.27,114.51,114.75,109.03,-,-2.35%
11-Sep-20,113.95,116.5,121.16,112.23,-,-5.50%
10-Sep-20,120.58,120.56,122.83,117.97,-,-0.79%
9-Sep-20,121.54,127.13,127.61,116.7,-,-1.63%
8-Sep-20,123.56,130.91,130.91,120.56,-,1.16%
4-Sep-20,122.14,129.31,135.04,121.05,-,-8.10%
3-Sep-20,132.91,121.31,137.49,117.87,-,8.93%
2-Sep-20,122.01,119.78,122.09,117.96,-,1.59%
1-Sep-20,120.1,118.67,120.5,116.95,-,0.92%
31-Aug-20,119.01,115.02,119.66,111.03,-,6.68%
28-Aug-20,111.56,115.35,124.82,109.22,-,-2.77%
27-Aug-20,114.74,104.21,122.89,102.71,-,8.45%
26-Aug-20,105.8,103.68,106.62,100.49,-,1.85%
25-Aug-20,103.88,108.31,110.28,103.6,-,-4.04%
24-Aug-20,108.25,108.76,111.1,107.44,-,-2.70%
21-Aug-20,111.25,114.5,115.44,110.64,-,-1.54%
20-Aug-20,112.99,117.7,117.7,112.65,-,-1.51%
19-Aug-20,114.72,111.28,115.26,110.46,-,1.89%
18-Aug-20,112.59,109.35,113.53,108.47,-,2.03%
17-Aug-20,110.35,111.82,112.3,109.45,-,-3.50%
14-Aug-20,114.35,115.56,116.49,113.82,-,-0.72%
13-Aug-20,115.18,115.14,117.13,112.06,-,-0.48%
12-Aug-20,115.73,117.57,119.29,114.67,-,-2.21%
11-Aug-20,118.34,107.09,121.59,107.09,-,6.49%
10-Aug-20,111.13,110.45,113.28,109.13,-,2.73%
7-Aug-20,108.18,107.62,110,105.15,-,2.21%
6-Aug-20,105.84,106.06,106.83,105.17,-,0.16%
5-Aug-20,105.67,107.78,108.11,105.04,-,-3.06%
4-Aug-20,109,111.19,111.4,108.45,-,-1.82%
3-Aug-20,111.02,113.4,113.94,110.7,-,-0.91%
31-Jul-20,112.04,110.62,116.83,110.44,-,-0.11%
30-Jul-20,112.16,115.92,121.33,112.02,-,1.09%
29-Jul-20,110.95,112.71,112.94,110.67,-,-2.57%
28-Jul-20,113.88,113.07,114.25,110.3,-,1.04%
27-Jul-20,112.71,117,117.39,112.33,-,-3.85%
24-Jul-20,117.22,119.74,121.32,116.79,-,0.45%
23-Jul-20,116.7,112.11,118.55,111.13,-,3.42%
22-Jul-20,112.84,116.08,116.13,112.84,-,-2.27%
21-Jul-20,115.46,110.4,116.48,109.76,-,2.62%
20-Jul-20,112.51,118.06,118.83,112.12,-,-4.63%
17-Jul-20,117.97,113.69,118.43,113.38,-,2.03%
16-Jul-20,115.62,115.27,116.21,113.67,-,1.68%
15-Jul-20,113.71,112.72,117.33,112.72,-,0.85%
14-Jul-20,112.75,122.65,124.64,112.33,-,-8.56%
13-Jul-20,123.3,111.84,124.24,111.54,-,12.39%
10-Jul-20,109.71,115.11,116.22,109.1,-,-4.69%
9-Jul-20,115.11,112.48,119.5,112.48,-,1.56%
8-Jul-20,113.34,116.5,118.41,112.76,-,-4.05%
7-Jul-20,118.12,117.35,118.33,112.75,-,1.33%
6-Jul-20,116.57,115,118.19,114.27,-,0.95%
2-Jul-20,115.47,116.55,121.31,115.47,-,-4.44%
1-Jul-20,120.83,120.06,121.56,119.56,-,0.06%
30-Jun-20,120.76,122.59,122.77,118.53,-,-0.46%
29-Jun-20,121.32,128,129.97,120.98,-,-5.68%
26-Jun-20,128.63,126.98,133.82,126.98,-,1.12%
25-Jun-20,127.2,137.17,139.34,126.79,-,-7.08%
24-Jun-20,136.89,132.2,142.8,130.4,-,4.71%
23-Jun-20,130.73,130.42,130.91,127.9,-,-2.43%
22-Jun-20,133.98,135.46,136.52,130.56,-,-3.16%
19-Jun-20,138.35,132.08,139.03,129.06,-,2.26%
18-Jun-20,135.29,140.3,140.84,134.87,-,-3.32%
17-Jun-20,139.94,143.48,143.86,134.42,-,-2.30%
16-Jun-20,143.24,138.07,150.38,135.58,-,0.99%
15-Jun-20,141.83,155.48,158.92,140.15,-,-6.44%
12-Jun-20,151.6,147.34,172.21,133.04,-,3.24%
11-Jun-20,146.84,121.83,147.07,119.11,-,26.01%
10-Jun-20,116.53,110.9,120.49,110.9,-,4.98%
9-Jun-20,111,111.74,112.08,110.2,-,0.86%
8-Jun-20,110.05,109.39,110.05,108.4,-,2.29%
5-Jun-20,107.59,106.19,107.9,105.79,-,-2.08%
4-Jun-20,109.88,106.66,110.73,105.09,-,2.84%
3-Jun-20,106.85,104.34,106.95,103.73,-,1.93%
2-Jun-20,104.83,106.05,106.65,104.17,-,-1.54%
1-Jun-20,106.47,109.66,109.66,105.77,-,0.82%
29-May-20,105.6,109.49,109.88,105.6,-,-3.11%
28-May-20,108.99,110.41,111.06,106.44,-,-0.76%
27-May-20,109.82,112.74,115.32,109.39,-,-3.32%
26-May-20,113.59,118.38,118.38,113.59,-,-4.05%
22-May-20,118.38,120.88,121.67,117.88,-,-3.03%
21-May-20,122.08,119.97,123.63,118.79,-,1.70%
20-May-20,120.04,121.53,122.66,119.65,-,-4.43%
19-May-20,125.6,125.89,126.26,122.09,-,-0.24%
18-May-20,125.9,128.22,128.38,124.06,-,-5.35%
15-May-20,133.02,140.77,141.31,130.95,-,-2.94%
14-May-20,137.05,145.18,149.02,136.78,-,-3.99%
13-May-20,142.75,133.98,146.27,133.98,-,9.18%
12-May-20,130.75,118.06,130.75,117.81,-,10.14%
11-May-20,118.71,120.58,120.67,117.6,-,2.65%
8-May-20,115.65,114.82,116.5,114.08,-,-0.16%
7-May-20,115.83,116.75,117.11,115.03,-,-2.79%
6-May-20,119.16,117.62,120.18,117.2,-,0.24%
5-May-20,118.87,119.79,119.89,116.94,-,-1.96%
4-May-20,121.25,124.92,125.25,120.55,-,-0.74%
1-May-20,122.15,123.38,123.38,120.08,-,3.05%
30-Apr-20,118.53,118.71,119.92,117.19,-,2.20%
29-Apr-20,115.98,114.1,116.36,113.98,-,-1.54%
28-Apr-20,117.79,120.57,120.57,117.39,-,-2.30%
27-Apr-20,120.56,120.82,122.06,117.74,-,0.57%
24-Apr-20,119.88,119.84,120.25,115.78,-,-1.62%
23-Apr-20,121.86,122.56,122.96,116.48,-,-1.80%
22-Apr-20,124.1,130.22,130.53,123.92,-,-6.14%
21-Apr-20,132.22,135.23,136.6,130.88,-,0.14%
20-Apr-20,132.04,126.98,132.5,124.35,-,3.85%
17-Apr-20,127.15,127.06,129.74,125.97,-,-1.85%
16-Apr-20,129.55,134.83,134.93,129.48,-,-4.69%
15-Apr-20,135.93,137.65,140.9,135.44,-,3.15%
14-Apr-20,131.78,138.68,138.68,131.47,-,-4.98%
13-Apr-20,138.68,138.65,139.88,137.77,-,0.68%
9-Apr-20,137.75,141.19,141.86,137.36,-,-2.56%
8-Apr-20,141.37,146.18,146.18,138.39,-,5.15%
7-Apr-20,134.45,141.78,142.02,132.63,-,-6.18%
6-Apr-20,143.3,142.38,146.62,141.59,-,-0.15%
3-Apr-20,143.52,146.59,146.59,143.33,-,-2.59%
2-Apr-20,147.33,155.57,155.85,147.25,-,-6.15%
1-Apr-20,156.99,156.46,158.16,152.01,-,2.66%
31-Mar-20,152.92,157.26,157.4,152.67,-,-3.01%
30-Mar-20,157.66,168.25,168.42,156.65,-,-6.55%
27-Mar-20,168.71,173.38,176.06,166.43,-,-0.51%
26-Mar-20,169.58,167.92,170.53,165.57,-,-1.34%
25-Mar-20,171.89,173.14,177.26,164.57,-,-0.01%
24-Mar-20,171.91,160.32,174.84,152.21,-,2.37%
23-Mar-20,167.93,186.09,187.47,161.96,-,-10.28%
20-Mar-20,187.18,181.2,192.17,174.35,-,2.98%
19-Mar-20,181.76,181.65,184.18,167.38,-,0.24%
18-Mar-20,181.33,193.24,199.64,155.19,-,-6.74%
17-Mar-20,194.43,203.03,205.29,187.27,-,-6.34%
16-Mar-20,207.59,171.28,209.76,171.28,-,21.20%
13-Mar-20,171.28,151.79,181.74,151.3,-,10.47%
12-Mar-20,155.05,153.65,157.88,151.24,-,5.53%
11-Mar-20,146.93,149.22,149.41,144.44,-,5.84%
10-Mar-20,138.82,138.72,143.39,134.65,-,1.19%
9-Mar-20,137.19,130.47,160.54,127.62,-,7.89%
6-Mar-20,127.16,127.82,132.75,123.65,-,6.27%
5-Mar-20,119.66,114.6,122.55,113.44,-,4.99%
4-Mar-20,113.97,111.5,114.92,111.26,-,-2.36%
3-Mar-20,116.72,113.7,118.12,108.59,-,1.77%
2-Mar-20,114.69,124.94,125.84,113.76,-,-8.78%
28-Feb-20,125.73,120.14,133.05,116.61,-,6.55%
27-Feb-20,118,117.68,120.74,109.42,-,4.02%
26-Feb-20,113.44,119.09,119.09,111.44,-,-6.26%
25-Feb-20,121.01,110.9,126.1,110.9,-,7.35%
24-Feb-20,112.72,118.13,118.13,110.45,-,7.50%
21-Feb-20,104.86,101.34,106.86,100.99,-,5.41%
20-Feb-20,99.48,95.89,102.02,95.07,-,3.71%
19-Feb-20,95.92,97.86,98.75,95.76,-,-5.05%
18-Feb-20,101.02,98.68,101.95,97.56,-,2.90%
14-Feb-20,98.17,97.49,99.27,97.3,-,-1.01%
13-Feb-20,99.17,100.03,100.03,97.94,-,2.61%
12-Feb-20,96.65,99.63,99.67,96.65,-,-0.32%
11-Feb-20,96.96,96.02,97.31,94.26,-,0.15%
10-Feb-20,96.81,99.46,99.46,95.27,-,0.83%
7-Feb-20,96.01,96.16,98.22,94.74,-,2.56%
6-Feb-20,93.61,91.2,93.84,91,-,0.85%
5-Feb-20,92.82,92.65,94.22,92.13,-,-3.49%
4-Feb-20,96.18,97.46,98.08,94.61,-,-6.58%
3-Feb-20,102.95,104.08,104.1,99.35,-,-2.51%
31-Jan-20,105.6,99.31,112.02,99.02,-,9.44%
30-Jan-20,96.49,101.95,104.04,96.39,-,-2.60%
29-Jan-20,99.07,99.55,101.53,96.74,-,-2.98%
28-Jan-20,102.11,105.13,105.31,99.94,-,-4.92%
27-Jan-20,107.39,98.24,107.57,98.24,-,9.10%
24-Jan-20,98.43,91.8,100.59,91.57,-,6.36%
23-Jan-20,92.54,90.86,94.69,90.86,-,1.57%
22-Jan-20,91.11,90.88,92.48,90.04,-,-2.01%
21-Jan-20,92.98,93.6,93.6,90.69,-,1.34%
17-Jan-20,91.75,90.01,93.36,89.74,-,1.52%
16-Jan-20,90.38,89.75,90.97,88.77,-,-0.84%
15-Jan-20,91.15,90.62,91.68,88.9,-,4.93%
14-Jan-20,86.87,88.54,88.54,85.31,-,-1.82%
13-Jan-20,88.48,89.38,90.31,87.94,-,0.17%
10-Jan-20,88.33,88.39,88.93,86.72,-,0.59%
9-Jan-20,87.81,88.85,90.59,87.73,-,-2.66%
8-Jan-20,90.21,90.33,91.57,86.71,-,-0.94%
7-Jan-20,91.07,92.8,93.44,89.66,-,-1.72%
6-Jan-20,92.66,96.37,96.41,92.15,-,-1.20%
3-Jan-20,93.79,99.92,99.92,90.68,-,4.59%
2-Jan-20,89.67,92.66,93.65,88.93,-,-4.71%
31-Dec-19,94.1,100.11,100.19,94.08,-,-5.92%
30-Dec-19,100.02,99.77,102.68,98.94,-,0.39%
27-Dec-19,99.63,96.96,99.83,96.96,-,2.23%
26-Dec-19,97.46,98.14,98.48,97.14,-,-1.39%
24-Dec-19,98.83,99.46,100.18,98.53,-,-0.99%
23-Dec-19,99.82,99.74,100.19,98.54,-,0.53%
20-Dec-19,99.29,96.81,100.02,96.6,-,2.10%
19-Dec-19,97.25,99.64,100.04,97.02,-,-1.97%
18-Dec-19,99.2,96.81,100.45,96.56,-,0.65%
17-Dec-19,98.56,93.96,98.96,92.43,-,4.62%
16-Dec-19,94.21,95.33,95.37,93.24,-,-2.48%
13-Dec-19,96.61,101.69,103.21,96.61,-,-4.63%
12-Dec-19,101.3,105.23,105.93,99.73,-,-3.36%
11-Dec-19,104.82,104.88,105.72,103.99,-,3.75%
10-Dec-19,101.03,100.49,102.32,99.7,-,-0.84%
9-Dec-19,101.89,97.93,102.54,96.36,-,5.56%
6-Dec-19,96.52,98.14,98.14,94.16,-,-1.63%
5-Dec-19,98.12,98.69,99.99,97.46,-,-0.61%
4-Dec-19,98.72,102.82,102.82,95.53,-,-3.83%
3-Dec-19,102.65,98.91,105.44,98.91,-,3.78%
2-Dec-19,98.91,90.96,99.16,90.96,-,8.63%
29-Nov-19,91.05,91,91.42,89.87,-,0.94%
27-Nov-19,90.2,89.12,90.46,88.82,-,0.36%
26-Nov-19,89.88,90.22,90.47,88.5,-,-0.40%
25-Nov-19,90.24,94.32,94.32,89.84,-,-4.41%
22-Nov-19,94.4,95.84,95.84,93.33,-,-1.76%
21-Nov-19,96.09,95.36,97.12,95.36,-,0.77%
20-Nov-19,95.36,95.7,99.09,94.06,-,-0.61%
19-Nov-19,95.95,93.85,96.27,93.59,-,2.09%
18-Nov-19,93.99,93.35,94.93,93.32,-,0.69%
15-Nov-19,93.35,93.45,93.57,91.36,-,-0.11%
14-Nov-19,93.45,93.63,95.91,92.32,-,-0.05%
13-Nov-19,93.5,90.44,95.13,90.44,-,3.49%
12-Nov-19,90.35,89.74,90.87,88.84,-,0.88%
